pc,bank/page,opcode,mnemonic,access_type,effective_address,address_class,subsystem,minimal_os_required,risk,width,bitmask,value_source,x_base/y_base,routine_label,interrupt_context,callers,engine_state_seen,notes,confidence
0xF77D,BMHM_$31_main_window_ORG_0xF161,source_listing_no_bytes,"BCLR L0044,#$04",RMW,0x0044,DIRECT_RAM,ALDL_SCI,YES,HIGH,bit,0x04,clear 0x04,,LF64E,mainline/unknown,0xAEA0,ALDL,"CLR b2, SKIP ERR 43 DUE TO ALDL",high
0xF7AF,BMHM_$31_main_window_ORG_0xF161,source_listing_no_bytes,STAA L302D,W,0x302D,ALDL,ALDL_SCI,YES,HIGH,8,,A=0x26,,LF781,mainline/unknown,0xAE9D,SCI,SCCR2 SCI control 2 | SCI CNT'L REG #2,high
0xF7ED,BMHM_$31_main_window_ORG_0xF161,source_listing_no_bytes,"BRCLR $2D,X,#$20,LF7FA",R,0x302D,ALDL,ALDL_SCI,YES,MEDIUM,bit,0x20,bit test 0x20,X=0x3000,LF781,SCI/ALDL interrupt,0xAE9D,ALDL,"SCCR2 SCI control 2 | BR IF NOT b5, (RX INT ENABLED) | indexed_resolved",high
0xF7F1,BMHM_$31_main_window_ORG_0xF161,source_listing_no_bytes,"BRCLR $2E,X,#$20,LF821",R,0x302E,ALDL,ALDL_SCI,YES,MEDIUM,bit,0x20,bit test 0x20,X=0x3000,LF781,SCI/ALDL interrupt,0xAE9D,ALDL,"SCSR SCI status | BR IF NOT b5,	(RX REG FULL) | indexed_resolved",high
0xF7FA,BMHM_$31_main_window_ORG_0xF161,source_listing_no_bytes,"BRCLR $2D,X,#$80,LF807",R,0x302D,ALDL,ALDL_SCI,YES,MEDIUM,bit,0x80,bit test 0x80,X=0x3000,LF781,SCI/ALDL interrupt,0xAE9D,ALDL,"SCCR2 SCI control 2 | BR IF NOT b7, (TX INT ENABLED) | indexed_resolved",high
0xF7FE,BMHM_$31_main_window_ORG_0xF161,source_listing_no_bytes,"BRCLR $2E,X,#$80,LF821",R,0x302E,ALDL,ALDL_SCI,YES,MEDIUM,bit,0x80,bit test 0x80,X=0x3000,LF781,SCI/ALDL interrupt,0xAE9D,ALDL,"SCSR SCI status | BR IF NOT b7,	(TX REG EMPTY) | indexed_resolved",high
0xF807,BMHM_$31_main_window_ORG_0xF161,source_listing_no_bytes,"BRCLR $2D,X,#$40,LF821",R,0x302D,ALDL,ALDL_SCI,YES,MEDIUM,bit,0x40,bit test 0x40,X=0x3000,LF781,SCI/ALDL interrupt,0xAE9D,ALDL,"SCCR2 SCI control 2 | BR IF NOT b6, (TC DONE INT ENABLED) | indexed_resolved",high
0xF80B,BMHM_$31_main_window_ORG_0xF161,source_listing_no_bytes,"BRCLR $2E,X,#$40,LF821",R,0x302E,ALDL,ALDL_SCI,YES,MEDIUM,bit,0x40,bit test 0x40,X=0x3000,LF781,SCI/ALDL interrupt,0xAE9D,ALDL,"SCSR SCI status | BR IF NOT b6,	(TC DONE) | indexed_resolved",high
0xF811,BMHM_$31_main_window_ORG_0xF161,source_listing_no_bytes,"STAA $2D,X",W,0x302D,ALDL,ALDL_SCI,YES,HIGH,8,,A=0x26,X=0x3000,LF781,SCI/ALDL interrupt,0xAE9D,SCI|ALDL,SCCR2 SCI control 2 | SCI CNT'L REG #2 | indexed_resolved,high
0xF8E6,BMHM_$31_main_window_ORG_0xF161,source_listing_no_bytes,STAA L302F,W,0x302F,ALDL,ALDL_SCI,YES,HIGH,8,,A,,LF8E6,mainline/unknown,0xF84F;0xF866,ALDL,SCDR SCI data | TX A BYTE VIA 8192,high
0xF8FF,BMHM_$31_main_window_ORG_0xF161,source_listing_no_bytes,LDAA L302E,R,0x302E,ALDL,ALDL_SCI,YES,MEDIUM,8,,memory,,LF8E6,mainline/unknown,0xF84F;0xF866,SCI|ALDL,SCSR SCI status | GET SCI STATUS,high
0xF902,BMHM_$31_main_window_ORG_0xF161,source_listing_no_bytes,LDAA L302F,R,0x302F,ALDL,ALDL_SCI,YES,MEDIUM,8,,memory,,LF8E6,mainline/unknown,0xF84F;0xF866,ALDL,SCDR SCI data | GET 8192 RX'ED DATA,high
0xF907,BMHM_$31_main_window_ORG_0xF161,source_listing_no_bytes,STAA L302D,W,0x302D,ALDL,ALDL_SCI,YES,HIGH,8,,A=0x40,,LF8E6,mainline/unknown,0xF84F;0xF866,SCI|ALDL,SCCR2 SCI control 2 | SCI CNT'L REG #2,high
0xF90B,BMHM_$31_main_window_ORG_0xF161,source_listing_no_bytes,LDAB L302E,R,0x302E,ALDL,ALDL_SCI,YES,MEDIUM,8,,memory,,LF90B,mainline/unknown,0xF7F5,SCI|ALDL,SCSR SCI status | SCI STATUS REG,high
0xF90E,BMHM_$31_main_window_ORG_0xF161,source_listing_no_bytes,LDAA L302F,R,0x302F,ALDL,ALDL_SCI,YES,MEDIUM,8,,memory,,LF90B,mainline/unknown,0xF7F5,SCI|ALDL,SCDR SCI data | SCI DATA REG,high
0xF911,BMHM_$31_main_window_ORG_0xF161,source_listing_no_bytes,LDX L0362,R,0x0362,DIRECT_RAM,ALDL_SCI,YES,MEDIUM,16,,memory,,LF90B,mainline/unknown,0xF7F5,SCI|ALDL,INDEX SCI RX DATA BUFFER,high
0xF950,BMHM_$31_main_window_ORG_0xF161,source_listing_no_bytes,STAA L302D,W,0x302D,ALDL,ALDL_SCI,YES,HIGH,8,,A=0x24,,LF90B,mainline/unknown,0xF7F5,SCI|ALDL,SCCR2 SCI control 2 | SCI CNT'L REG #2,high
0xF9B9,BMHM_$31_main_window_ORG_0xF161,source_listing_no_bytes,LDAB L0361,R,0x0361,DIRECT_RAM,ALDL_SCI,YES,MEDIUM,8,,memory,,LF90B,mainline/unknown,0xF7F5,SCI|ALDL,8192 BAUD SCI MSG CK SUM,high
0xFA2B,BMHM_$31_main_window_ORG_0xF161,source_listing_no_bytes,LDAB L302E,R,0x302E,ALDL,ALDL_SCI,YES,MEDIUM,8,,memory,,LFA28,mainline/unknown,0xFBD1,SCI|ALDL,SCSR SCI status | SCI STATUS REG,high
0xFA30,BMHM_$31_main_window_ORG_0xF161,source_listing_no_bytes,STAA L302F,W,0x302F,ALDL,ALDL_SCI,YES,HIGH,8,,A,,LFA28,mainline/unknown,0xFBD1,SCI|ALDL,SCDR SCI data | SCI DATA REG,high
0xFA48,BMHM_$31_main_window_ORG_0xF161,source_listing_no_bytes,STAA L302D,W,0x302D,ALDL,ALDL_SCI,YES,HIGH,8,,A=0x88,,LFA28,mainline/unknown,0xFBD1,SCI|ALDL,SCCR2 SCI control 2 | SCI CNT'L REG #2,high
0xFA57,BMHM_$31_main_window_ORG_0xF161,source_listing_no_bytes,STAA L302D,W,0x302D,ALDL,ALDL_SCI,YES,HIGH,8,,A=0x26,,LFA4D,mainline/unknown,0xF9B6,SCI|ALDL,SCCR2 SCI control 2 | SCI CNT'L REG #2,high
