contract_name,address,pc,mnemonic,access_type,width,bitmask,value_source,routine_label,subsystem,constant_or_variable,runtime_or_init,nearest_spark_candidate_pc,relative_to_candidate,contract_action,possible_role,required_for_minimal_os,confidence,notes
SPARK_ASIC_HANDOFF,0x3FDC,0xABB0,ADDD L3FDC,R,16,,ADDD,LA906,SPARK_EST,variable,runtime_spark_calc,0x3FE6,-10,spark_dwell_read_add,spark dwell/work-period register candidate,yes_or_test_item_for_spark,high,ASIC spark dwell / spark work period handoff
SPARK_ASIC_HANDOFF,0x3FE6,0xABBA,STD L3FE6,W,16,,D,LA906,SPARK_EST,variable,runtime_spark_calc,0x3FE6,0,spark_command_write,runtime spark companion command candidate,yes_or_test_item_for_spark,high,ASIC spark handoff path
SPARK_ASIC_HANDOFF,0x3FDC,0xABC0,STX L3FDC,W,16,,X,LA906,SPARK_EST,variable,runtime_spark_calc,0x3FE6,-10,spark_dwell_write,spark dwell/work-period register candidate,yes_or_test_item_for_spark,high,ASIC spark dwell / spark work period handoff
SPARK_ASIC_HANDOFF,0x3FF6,0xABC8,STD L3FF6,W,16,,D,LA906,SPARK_EST,variable,runtime_spark_calc,0x3FF6,0,est_fall_counter_write,EST fall counter / scheduling basis,yes_or_test_item_for_spark,high,ASIC EST fall counter / output scheduler | EST FALL CNT'R
SPARK_ASIC_HANDOFF,0x3FEC,0xAC28,LDX L3FEC,R,16,,memory,LA906,ASIC_STATUS_REF,memory,runtime_spark_calc,0x3FE8,4,spark_status_read,ASIC status/source read used before $3FE4 write,yes_or_test_item_for_spark,high,ASIC hardware status/source
SPARK_ASIC_HANDOFF,0x3FE4,0xAC2E,STX L3FE4,W,16,,X,LA906,SPARK_EST,variable,runtime_spark_calc,0x3FE6,-2,asic_handshake_mirror,possible mirror/handshake of $3FEC status/source,yes_or_test_item_for_spark,high,ASIC ignition/output companion write
SPARK_ASIC_HANDOFF,0x3FE0,0xACD3,LDD L3FE0,R,16,,memory,LACA7,ASIC_UNKNOWN,memory,non_spark_or_unknown,0x3FE6,-6,unknown_spark_related,window row; classify by bench,not_primary_spark_until_proven,high,ASIC timing/status candidate E0
SPARK_ASIC_HANDOFF,0x3FF8,0xAFCC,"LDY 0,Y",R,16,,memory,LAEA4,ASIC_UNKNOWN,memory,non_spark_or_unknown,0x3FF6,2,unknown_spark_related,window row; classify by bench,not_primary_spark_until_proven,high,indexed_resolved
SPARK_ASIC_HANDOFF,0x3FFC,0xCC5A,LDD L3FFC,R,16,,memory,LCC4B,IO_LATCH_OUTPUT,memory,non_spark_or_unknown,0x3FF6,6,output_latch_read,global output latch / I/O D; separate contract,separate_output_latch_contract,high,ASIC I/O D port / external output latch | I/O D PORT ..
SPARK_ASIC_HANDOFF,0x3FFC,0xCC75,STD L3FFC,W,16,,D,LCC4B,IO_LATCH_OUTPUT,variable,non_spark_or_unknown,0x3FF6,6,output_mode_write,global output latch / I/O D; separate contract,separate_output_latch_contract,high,ASIC I/O D port / external output latch | I/O D PORT ..
SPARK_ASIC_HANDOFF,0x3FDA,0xCD71,STD L3FDA,W,16,,D=0xD000,LCD2C,ASIC_COMMAND_OUTPUT,constant,non_spark_or_unknown,0x3FE6,-12,other_asic_output_command,diagnostic/output scheduler slot; not primary spark handoff yet,not_primary_spark_until_proven,high,ASIC output compare/scheduler slot DA | HARDWARE
SPARK_ASIC_HANDOFF,0x3FD8,0xCE0C,STD L3FD8,W,16,,D,LCDF7,ASIC_COMMAND_OUTPUT,variable,non_spark_or_unknown,0x3FE6,-14,other_asic_output_command,diagnostic/output scheduler slot; not primary spark handoff yet,not_primary_spark_until_proven,high,ASIC output compare/scheduler slot D8
SPARK_ASIC_HANDOFF,0x3FFC,0xF3EF,LDD L3FFC,R,16,,memory,LF3EE,IO_LATCH_OUTPUT,memory,diagnostic_or_aldl,0x3FF6,6,output_latch_read,global output latch / I/O D; separate contract,separate_output_latch_contract,high,ASIC I/O D port / external output latch | I/O D PORT ..
SPARK_ASIC_HANDOFF,0x3FFC,0xF3FD,STD L3FFC,W,16,,D,LF3EE,IO_LATCH_OUTPUT,variable,diagnostic_or_aldl,0x3FF6,6,output_mode_write,global output latch / I/O D; separate contract,separate_output_latch_contract,high,ASIC I/O D port / external output latch | I/O D PORT ..
SPARK_ASIC_HANDOFF,0x3FFC,0xF637,LDD L3FFC,R,16,,memory,LF5E8,IO_LATCH_OUTPUT,memory,diagnostic_or_aldl,0x3FF6,6,output_latch_read,global output latch / I/O D; separate contract,separate_output_latch_contract,high,ASIC I/O D port / external output latch | I/O D PORT ..
SPARK_ASIC_HANDOFF,0x3FFC,0xF63F,STD L3FFC,W,16,,D,LF5E8,IO_LATCH_OUTPUT,variable,diagnostic_or_aldl,0x3FF6,6,output_mode_write,global output latch / I/O D; separate contract,separate_output_latch_contract,high,ASIC I/O D port / external output latch | I/O D PORT ..
SPARK_ASIC_HANDOFF,0x3FFC,0xF7A2,LDD L3FFC,R,16,,memory,LF781,IO_LATCH_OUTPUT,memory,diagnostic_or_aldl,0x3FF6,6,output_latch_read,global output latch / I/O D; separate contract,separate_output_latch_contract,high,ASIC I/O D port / external output latch | I/O D PORT ..
SPARK_ASIC_HANDOFF,0x3FFC,0xF7AA,STD L3FFC,W,16,,D,LF781,IO_LATCH_OUTPUT,variable,diagnostic_or_aldl,0x3FF6,6,output_mode_write,global output latch / I/O D; separate contract,separate_output_latch_contract,high,ASIC I/O D port / external output latch | I/O D PORT ..
SPARK_ASIC_HANDOFF,0x3FFC,0xF813,LDD L3FFC,R,16,,memory,LF781,IO_LATCH_OUTPUT,memory,diagnostic_or_aldl,0x3FF6,6,output_latch_read,global output latch / I/O D; separate contract,separate_output_latch_contract,high,ASIC I/O D port / external output latch | I/O D PORT ..
SPARK_ASIC_HANDOFF,0x3FFC,0xF81B,STD L3FFC,W,16,,D,LF781,IO_LATCH_OUTPUT,variable,diagnostic_or_aldl,0x3FF6,6,output_mode_write,global output latch / I/O D; separate contract,separate_output_latch_contract,high,ASIC I/O D port / external output latch | I/O D PORT ..
SPARK_ASIC_HANDOFF,0x3FFC,0xFA3B,LDD L3FFC,R,16,,memory,LFA28,IO_LATCH_OUTPUT,memory,diagnostic_or_aldl,0x3FF6,6,output_latch_read,global output latch / I/O D; separate contract,separate_output_latch_contract,high,ASIC I/O D port / external output latch | I/O D PORT ..
SPARK_ASIC_HANDOFF,0x3FFC,0xFA43,STD L3FFC,W,16,,D,LFA28,IO_LATCH_OUTPUT,variable,diagnostic_or_aldl,0x3FF6,6,output_mode_write,global output latch / I/O D; separate contract,separate_output_latch_contract,high,ASIC I/O D port / external output latch | I/O D PORT ..
SPARK_ASIC_HANDOFF,0x3FEA,0xFAE5,STX L3FEA,W,16,,X,LFA5B,FUEL_MATH_HANDOFF,variable,diagnostic_output_cycling,0x3FE8,2,other_asic_output_command,fuel/output candidate; verify not spark mode companion,not_primary_spark_until_proven,high,ASIC fuel/scheduler command candidate B
SPARK_ASIC_HANDOFF,0x3FDC,0xFAF7,STX L3FDC,W,16,,X,LFA5B,SPARK_EST,variable,diagnostic_output_cycling,0x3FE6,-10,spark_dwell_write,spark dwell/work-period register candidate,yes_or_test_item_for_spark,high,"ASIC spark dwell / spark work period handoff | SPK WP, (DWELL)"
SPARK_ASIC_HANDOFF,0x3FF6,0xFB03,STD L3FF6,W,16,,D,LFA5B,SPARK_EST,variable,diagnostic_output_cycling,0x3FF6,0,est_fall_counter_write,EST fall counter / scheduling basis,yes_or_test_item_for_spark,high,ASIC EST fall counter / output scheduler | EST FALL CNT'R
SPARK_ASIC_HANDOFF,0x3FFC,0xFB5F,LDD L3FFC,R,16,,memory,LFA5B,IO_LATCH_OUTPUT,memory,diagnostic_output_cycling,0x3FF6,6,output_latch_read,global output latch / I/O D; separate contract,separate_output_latch_contract,high,ASIC I/O D port / external output latch | I/O D PORT ..
SPARK_ASIC_HANDOFF,0x3FFC,0xFB69,STD L3FFC,W,16,,D,LFA5B,IO_LATCH_OUTPUT,variable,diagnostic_output_cycling,0x3FF6,6,output_mode_write,global output latch / I/O D; separate contract,separate_output_latch_contract,high,ASIC I/O D port / external output latch | I/O D PORT ..
SPARK_ASIC_HANDOFF,0x3FD8,0xFB82,STX L3FD8,W,16,,X,LFA5B,ASIC_COMMAND_OUTPUT,variable,diagnostic_output_cycling,0x3FE6,-14,other_asic_output_command,diagnostic/output scheduler slot; not primary spark handoff yet,not_primary_spark_until_proven,high,ASIC output compare/scheduler slot D8
SPARK_ASIC_HANDOFF,0x3FDA,0xFB87,STX L3FDA,W,16,,X,LFA5B,ASIC_COMMAND_OUTPUT,variable,diagnostic_output_cycling,0x3FE6,-12,other_asic_output_command,diagnostic/output scheduler slot; not primary spark handoff yet,not_primary_spark_until_proven,high,ASIC output compare/scheduler slot DA
SPARK_ASIC_HANDOFF,0x3FD8,0xFBAB,STX L3FD8,W,16,,X,LFA5B,ASIC_COMMAND_OUTPUT,variable,diagnostic_output_cycling,0x3FE6,-14,other_asic_output_command,diagnostic/output scheduler slot; not primary spark handoff yet,not_primary_spark_until_proven,high,ASIC output compare/scheduler slot D8
SPARK_ASIC_HANDOFF,0x3FDA,0xFBB3,STX L3FDA,W,16,,X,LFA5B,ASIC_COMMAND_OUTPUT,variable,diagnostic_output_cycling,0x3FE6,-12,other_asic_output_command,diagnostic/output scheduler slot; not primary spark handoff yet,not_primary_spark_until_proven,high,ASIC output compare/scheduler slot DA
